Наименование;ИНН;Адрес;
МКОУ 'АЯЛАКАБСКАЯ СОШ' ИМ. БАГАНДОВА Б. М.;0521008552;Российская Федерация,368313,Дагестан Респ,Левашинский р-н,Аялакаб с
МКОУ 'АСОШ';0533009984;Российская Федерация,368947,Дагестан Респ,Унцукульский р-н,Ашильта с,0
МКОУ 'АШАРСКАЯ СОШ-ДЕТСКИЙ САД ИМЕНИ СУЛТАНОВА З.К.;0519002095;Российская Федерация,368180,Дагестан Респ,Курахский р-н,Курах с,УЛИЦА УМАРОВА,ДОМ 18
МКОУ 'АШАЛИНСКАЯ ООШ';0506005885;Российская Федерация,368977,Дагестан Респ,Ботлихский р-н,Ашали с,УЛ ЦЕНТРАЛЬНАЯ,ДОМ 4
МКОУ 'АШАКЕНТСКАЯ НОШ';0519002120;Российская Федерация,368189,Дагестан Респ,Курахский р-н,Ашакент с
МКОУ 'АШАГАСТАЛЬСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0529009340;Российская Федерация,368775,Дагестан Респ,Сулейман-Стальский р-н,Ашага-Стал с
МКОУ 'АШАГАСТАЛКАЗМАЛЯРСКАЯ СОШ';0529006934;Российская Федерация,368775,Дагестан Респ,Сулейман-Стальский р-н,Ашагастал-Казмаляр с
МКОУ 'АШАГАКАРТАССКАЯ ООШ';0529010585;Российская Федерация,368764,Дагестан Респ,Сулейман-Стальский р-н,Ашага-Картас с
МКОУ 'АШАГА-ЯРАКСКАЯ СОШ';0535003635;Российская Федерация,368683,Дагестан Респ,Хивский р-н,Ашага-Ярак с
МКОУ 'АХТЫНСКАЯ ООШ';0504006379;Российская Федерация,368730,Дагестан Респ,Ахтынский р-н,Ахты с,6
МКОУ 'АХМЕДКЕНТСКАЯ СОШ' ИМ. САЛАМОВА М.Ш.;0514003049;Российская Федерация,368590,Дагестан Респ,Кайтагский р-н,Ахмедкент с,УЛИЦА ГАБИБУЛЛАЕВА М.ДЖ,ДОМ 1
МКОУ 'АХКЕНТСКАЯ СОШ';0521008577;Российская Федерация,368320,Дагестан Респ,Левашинский р-н,Ахкент с,УЛИЦА МИРА,ДОМ 2
МКОУ ' АХАРСКАЯ СОШ';0524006465;Российская Федерация,367020,Дагестан Респ,Новолакский р-н,Ахар с,УЛИЦА ПЕРВАЯ,ДОМ 1
МКОУ 'АТРИКСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0529908562;Российская Федерация,368695,Дагестан Респ,Хивский р-н,Атрик с
МКОУ 'Аттальская НОШ';0526013250;Российская Федерация,368704,Дагестан Респ,Рутульский р-н,Оттал с
МКОУ 'АСАХСКАЯ СОШ';0538000752;Российская Федерация,368414,Дагестан Респ,Цунтинский р-н,Удок с,УЛ. ИСАЕВА Х.Т.,ДВЛД. 32
МКОУ 'АСАЛИКЕНТСКАЯ ООШ';0529009967;Российская Федерация,368763,Дагестан Респ,Сулейман-Стальский р-н,Асаликент с
МКОУ 'АСАКЕНТСКАЯ НОШ';0535003716;Российская Федерация,368684,Дагестан Респ,Хивский р-н,Асакент с
МКОУ 'АРЧУГСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0529908330;Российская Федерация,368684,Дагестан Респ,Хивский р-н,Арчуг с
МКОУ 'АРЧИНСКАЯ НОШ';0503003431;Российская Федерация,368990,Дагестан Респ,Ахвахский р-н,Арчо с
МКОУ 'АРЧИБСКАЯ СОШ ИМ.М.И.САДИКОВА';0539011147;Российская Федерация,368457,Дагестан Респ,Чародинский р-н,Арчиб с,0
МКОУ 'АРХИТСКАЯ СОШ ИМ.С.А.АЛЛАХВЕРДИЕВА ';0535003882;Российская Федерация,368683,Дагестан Респ,Хивский р-н,Ашага-Архит с
МКОУ 'АРСУГСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0501001823;Российская Федерация,368386,Дагестан Респ,Агульский р-н,Арсуг с
МКОУ 'АРКИТСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ АБДУЛЛАЕВА Н.И.';0530007971;Российская Федерация,368662,Дагестан Респ,Табасаранский р-н,Аркит с,УЛИЦА АРКИТСКАЯ,ДОМ 107
МКОУ 'АРКАССКАЯ ООШ';0507019697;Российская Федерация,368205,Дагестан Респ,Буйнакский р-н,Аркас с
МКОУ 'АРГВАНИНСКАЯ СОШ';0509006615;Российская Федерация,368921,Дагестан Респ,Гумбетовский р-н,Аргвани с,УЛИЦА МУХТАРАХМЕДА КУРАМАГОМЕДОВА,ДОМ 2
МКОУ 'АРАХКЕНТСКАЯ СОШ';0507020029;Российская Федерация,368204,Дагестан Респ,Буйнакский р-н,Арыхкент с
МКОУ 'Аранская СОШ';0526013316;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Аран с
МКОУ 'АРАНИНСКАЯ СОШ ИМ.Р.Г.ГАМЗАТОВА';0536004688;Российская Федерация,368273,Дагестан Респ,Хунзахский р-н,Арани с
МКОУ 'АРАКСКАЯ СОШ ИМ. ГЮЛЬМАГОМЕДОВА Г.Г.';0530007749;Российская Федерация,368660,Дагестан Респ,Табасаранский р-н,Арак с
МКОУ 'АРАДИРИХСКАЯ СОШ';0509006485;Российская Федерация,368938,Дагестан Респ,Гумбетовский р-н,Средний Арадирих с
МКОУ 'АРАБЛЯРСКАЯ СОШ';0519002176;Российская Федерация,368198,Дагестан Респ,Курахский р-н,Арабляр с
МКОУ 'АПШИНСКАЯ СОШ';0507009650;Российская Федерация,368204,Дагестан Респ,Буйнакский р-н,Апши с,УЛИЦА МАГОМЕДА ГАДЖИЕВА,ДОМ 31
МКОУ 'АНСАЛТИНСКАЯ СОШ';0506005839;Российская Федерация,368981,Дагестан Респ,Ботлихский р-н,Ансалта с
МКОУ 'АНДЫХСКАЯ СОШ ИМ.М.А.МАГОМЕДОВА';0528008294;Российская Федерация,368432,Дагестан Респ,Шамильский р-н,Андых с
МКОУ 'АНДИЙСКАЯ СОШ №2';0506006173;Российская Федерация,368983,Дагестан Респ,Ботлихский р-н,Анди с,УЛИЦА ЦЕНТРАЛЬНАЯ,ДОМ 69
МКОУ 'АНДИЙСКАЯ СОШ №1';0506006208;Российская Федерация,368985,Дагестан Респ,Ботлихский р-н,Анди с,УЛ ШКОЛЬНАЯ,ДОМ 5
МКОУ 'АМЕТЕРКМАХИНСКАЯ СОШ ИМ. ШАРИПОВА Н.А.';0502005098;Российская Федерация,368289,Дагестан Респ,Акушинский р-н,Аметеркмахи с
МКОУ 'АЛМАЛИНСКАЯ СОШ';0552002462;Российская Федерация,368086,Дагестан Респ,Кумторкалинский р-н,Алмало с
МКОУ АСОШ;0513005572;Российская Федерация,368087,Дагестан Респ,Казбековский р-н,Алмак с
МКОУ 'АЛКАДАРСКАЯ СОШ';0529010592;Российская Федерация,368772,Дагестан Респ,Сулейман-Стальский р-н,Алкадар с
МКОУ 'АЛИХАНМАХИНСКАЯ СОШ';0502005147;Российская Федерация,368280,Дагестан Респ,Акушинский р-н,Алиханмахи с
МКОУ 'А-НЕВСКАЯ СОШ';0531004902;Российская Федерация,368873,Дагестан Респ,Тарумовский р-н,Александро-Невское с,УЛ ШКОЛЬНАЯ,18
МКОУ 'АЛЕКСАНДРИЙСКАЯ СОШ';0547005813;Российская Федерация,368813,Дагестан Респ,Кизлярский р-н,Александрийская с,ул ЛЕНИНА,30
МКОУ 'АЛБАНСКАЯ НОШ';0532005095;Российская Федерация,368422,Дагестан Респ,Тляратинский р-н,Албания с
МКОУ 'АЛАКСКИЙ ЛИЦЕЙ';0506066020;Российская Федерация,368974,Дагестан Респ,Ботлихский р-н,Алак с,УЛ ЦЕНТРАЛЬНАЯ,ДОМ 71/КОРПУС 1
МКОУ 'АКУШИНСКАЯ СОШ №2';0502004432;Российская Федерация,368280,Дагестан Респ,Акушинский р-н,Акуша с
МКОУ АККИНСКАЯ СОШ;0530007932;Российская Федерация,368650,Дагестан Респ,Табасаранский р-н,Акка с,УЛ АККИНСКАЯ,ДОМ 35/КОРПУС А
МКОУ 'АКАЙТАЛИНСКАЯ СОШ';0507004281;Российская Федерация,368219,Дагестан Респ,Буйнакский р-н,Акайтала с
МКОУ 'АЙНАКАБСКАЯ НОШ';0521008707;Российская Федерация,368313,Дагестан Респ,Левашинский р-н,Айникаб с
МКОУ 'АЙМАУМАХИНСКАЯ СОШ';0527002853;Российская Федерация,368519,Дагестан Респ,Сергокалинский р-н,Аймаумахи с
МКОУ 'АДЖИДАДИНСКАЯ СОШ';0552002511;Российская Федерация,368083,Дагестан Респ,Кумторкалинский р-н,Аджидада с
МКОУ 'АВЕРЬЯНОВСКАЯ СОШ';0517000102;Российская Федерация,368814,Дагестан Респ,Кизлярский р-н,Аверьяновка с,УЛ ПАРХОМЕНКО,2
МКОУ 'АБДУРАШИДОТАРСКАЯ НОШ';0534030080;Российская Федерация,368042,Дагестан Респ,Хасавюртовский р-н,Абдурашидотар х
МКОУ '2-ЦОВКРИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ МАГРАМОВА В.М.';0518001564;Российская Федерация,368396,Дагестан Респ,Кулинский р-н,Цовкра 2-я с,УЛИЦА ЭФЕНДИ КАПИЕВА,ДОМ 1
МКОУ '1-ЦОВКРИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0518001606;Российская Федерация,368395,Дагестан Респ,Кулинский р-н,Цовкра 1-я с
МКОУ 'ТИНЧУДИНСКАЯ НОШ';0532004856;Российская Федерация,368422,Дагестан Респ,Тляратинский р-н,Тинчуда с
МКОУ 'КУТЛАБСКАЯ СОШ';0532000481;Российская Федерация,368420,Дагестан Респ,Тляратинский р-н,Кутлаб с
МКОУ СОШ № 4;0544020490;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ БУЙНАКСКОГО,95
МКОУ 'РИКВАНИНСКАЯ СОШ';0506005860;Российская Федерация,368977,Дагестан Респ,Ботлихский р-н,Риквани с,УЛИЦА ФЕДЕРАЛЬНАЯ,ДОМ 25
МКОУ 'НИЖНЕ-ИНХЕЛОВСКАЯ ООШ';0506005892;Российская Федерация,368973,Дагестан Респ,Ботлихский р-н,Нижнее Инхело с,УЛ САИДА ОБОДИНСКОГО,ДОМ 28
МКОУ 'МАРАГИНСКАЯ СОШ №2';0530008245;Российская Федерация,368641,Дагестан Респ,Табасаранский р-н,Марага с
МКОУ 'КВАНХИДАТЛИНСКАЯ ООШ';0506005853;Российская Федерация,368973,Дагестан Респ,Ботлихский р-н,Кванхидатли с,УЛ ЦЕНТРАЛЬНАЯ,ДОМ 24
МКОУ 'ИРИБСКАЯ СОШ';0539002463;Российская Федерация,368458,Дагестан Респ,Чародинский р-н,Ириб с,0
МКОУ 'ГИСИКСКАЯ ООШ';0530007763;Российская Федерация,368655,Дагестан Респ,Табасаранский р-н,Гисик с
МКОУ  'ЦУДАХАРСКАЯ СОШ  ИМ. М.В.ВАГАБОВА';0521010470;Российская Федерация,368317,Дагестан Респ,Левашинский р-н,Цудахар с
МКОУ 'МААЛИНСКАЯ СОШ';0508008828;Российская Федерация,368254,Дагестан Респ,Гергебильский р-н,Маали с,УЛИЦА ШКОЛЬНАЯ,ДОМ 9
МКОУ 'ЦУХТАМАХИНСКАЯ СОШ';0521008440;Российская Федерация,368317,Дагестан Респ,Левашинский р-н,Цухта с,УЛИЦА ШКОЛЬНАЯ,ДОМ 11
МКОУ 'ЦАТАНИХСКАЯ СОШ';0533009840;Российская Федерация,368946,Дагестан Респ,Унцукульский р-н,Цатаних с,УЛ МАГОМЕДА ГУНАШЕВА,ДОМ 25
МКОУ 'ХООШ';0533010475;Российская Федерация,368948,Дагестан Респ,Унцукульский р-н,Харачи с,УЛ РАЖБАДИНА,ДОМ 1
МКОУ 'ХАРАДИНСКАЯ НОШ';0532005000;Российская Федерация,368422,Дагестан Респ,Тляратинский р-н,Харада с
МКОУ'ТВСОШ' ПРИ ФКУ-7 УФСИН РФ ПО РД;0552002543;Российская Федерация,368085,Дагестан Респ,Кумторкалинский р-н,Тюбе пгт
МКОУ СОШ № 4;0547004680;Российская Федерация,368830,Дагестан Респ,Кизляр г,УЛ КОММУНИСТИЧЕСКАЯ,1
МКОУ 'СОШ № 8';0546013843;Российская Федерация,368124,Дагестан Респ,Кизилюрт г,УЛИЦА Г.ЦАДАСА
МКОУ 'НИЖНЕ-ИНХОВСКАЯ СОШ;0509006534;Российская Федерация,368935,Дагестан Респ,Гумбетовский р-н,Нижнее Инхо с
МКОУ 'МООШ';0533011694;Российская Федерация,368945,Дагестан Респ,Унцукульский р-н,Моксох с
МКОУ 'КРАСНООКТЯБРЬСКАЯ СОШ';0517004763;Российская Федерация,368832,Дагестан Респ,Кизлярский р-н,Краснооктябрьское с,УЛ СТЕПНАЯ,34
МКОУ 'КОКТЮБЕЙСКАЯ ООШ';0531004839;Российская Федерация,368881,Дагестан Респ,Тарумовский р-н,Коктюбей с,УЛ СОВЕТСКАЯ,120
МКОУ 'КАХСКАЯ ООШ';0536006491;Российская Федерация,368271,Дагестан Респ,Хунзахский р-н,Ках с,УЛ КАХСКАЯ,ДОМ 6
МКОУ 'КСОШ';0533009977;Российская Федерация,368940,Дагестан Респ,Унцукульский р-н,Кахаб-Росо с,УЛ АБДУРАХМАНА АЛИСКАНДИЕВА,ДОМ 4
МКОУ  'Каршлинская ООШ';0502005274;Российская Федерация,368280,Дагестан Респ,Акушинский р-н,Каршамахи с
МКОУ 'КАКАМАХИНСКАЯ  СОШ ИМ. А. БАГАНДА';0521008489;Российская Федерация,368320,Дагестан Респ,Левашинский р-н,Какамахи с,УЛИЦА ШКОЛЬНАЯ,ДОМ 69
МКОУ 'ИООШ';0533009991;Российская Федерация,368946,Дагестан Респ,Унцукульский р-н,Иштибури с
МКОУ 'ГСОШ';0533010002;Российская Федерация,368951,Дагестан Респ,Унцукульский р-н,Гимры с
МКОУ  'ГЕРЕЙХАНОВСКАЯ СОШ №2 ИМ.М.ДИБИРОВА ';0529009660;Российская Федерация,368778,Дагестан Респ,Сулейман-Стальский р-н,свх Герейханова 11-й п
МКОУ 'АРШИНСКАЯ СОШ';0521008584;Российская Федерация,368313,Дагестан Респ,Левашинский р-н,Верхний Арши с,УЛ ШКОЛЬНАЯ,ДОМ 1
МКОУ 'АРАДА- ЧУГЛИНСКАЯ СОШ';0521008827;Российская Федерация,Дагестан Респ,Левашинский р-н,Орада-Чугли с,УЛИЦА ШКОЛЬНАЯ,ДОМ 30
МКОУ КУРКИНСКАЯ ООШ;0502005010;Российская Федерация,368282,Дагестан Респ,Акушинский р-н,Куркимахи с,УЛИЦА ШКОЛЬНАЯ,ДОМ 27
МКОУ 'Шангодинская СОШ';0510008624;Российская Федерация,368355,Дагестан Респ,Гунибский р-н,Шангода с,0
МКОУ 'ЦУДУКСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0535003770;Российская Федерация,368692,Дагестан Респ,Хивский р-н,Цудук с
МКОУ 'Хоточинская СОШ';0510008416;Российская Федерация,368353,Дагестан Респ,Гунибский р-н,Хоточ с,0
МКОУ 'ТАЛЦУХСКАЯ СОШ';0532000548;Российская Федерация,368424,Дагестан Респ,Тляратинский р-н,Талсух с
МКОУ 'СОШ № 7 ИМ.А.АЛИБЕКОВА';0544020563;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,ул КАЗБЕКОВА,92
МКОУ'СМУГУЛЬСКАЯ СОШ';0504006957;Российская Федерация,368743,Дагестан Респ,Ахтынский р-н,Смугул с,УЛ АХМЕДА АХМЕДОВА,ДОМ 1
МКОУ 'СЕМГАМАХИНСКАЯ СОШ ИМ.МАГОМЕДОВА М.М';0502005066;Российская Федерация,368280,Дагестан Респ,Акушинский р-н,Семгамахи с
МКОУ 'САГАДИНСКАЯ СОШ';0538001805;Российская Федерация,368413,Дагестан Респ,Цунтинский р-н,Сагада с
МКУ 'РАЦИТЛИНСКАЯ НОШ';0503004330;Российская Федерация,368997,Дагестан Респ,Ахвахский р-н,Рацитль с
МКОУ 'Обохская СОШ';0510008720;Российская Федерация,368350,Дагестан Респ,Гунибский р-н,Обох с,0
МКОУ 'МОКОКСКАЯ СОШ ИМ. ХАЙБУЛАЕВА САИДА ЗУБАЙРОВИЧА';0538001788;Российская Федерация,368414,Дагестан Респ,Цунтинский р-н,Мокок с
МКОУ 'МИШЛЕШСКАЯ СОШ';0526005562;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Мишлеш с,0
МКОУ КНОШ;0513007019;Российская Федерация,368157,Дагестан Респ,Казбековский р-н,Калининаул с,УЛИЦА ШКОЛЬНАЯ,ДОМ 10
МКОУ 'КАКИНСКАЯ СОШ ИМ.ГУСЕЙНОВА С.М.';0504007005;Российская Федерация,368758,Дагестан Респ,Ахтынский р-н,Кака с,УЛ ШЕЙДАБЕКОВА Ш.Т,ДОМ 20
МКОУ 'ЗРЫХСКАЯ СОШ';0504016585;Российская Федерация,368741,Дагестан Респ,Ахтынский р-н,Зрых с,УЛИЦА ШКОЛЬНАЯ,ДОМ 1А
МКОУ 'ДУСРАХСКАЯ СОШ';0539002590;Российская Федерация,368456,Дагестан Респ,Чародинский р-н,Дусрах с,0
МКОУ 'ГАРБУТЛИНСКАЯ СОШ';0538002284;Российская Федерация,368410,Дагестан Респ,Цунтинский р-н,Гарбутль с,УЛИЦА САИДА-АФАНДИ (ЧИРКЕЙСКОГО),ДОМ 2
МКОУ 'АХТЫНСКАЯ СОШ №2' ИМ.В.ЭМИРОВА;0504006724;Российская Федерация,368730,Дагестан Респ,Ахтынский р-н,Ахты с,УЛИЦА АРСЕНА БАЙРАМОВА,ПЕРЕУЛОК 8/КОРПУС 16
МКОУ 'АХТЫНСКАЯ НОШ '2350 ПРИ В/Ч';0504036574;Российская Федерация,368730,Дагестан Респ,Ахтынский р-н,Ахты с,УЛ ГЮНЕЙСКАЯ 4,ДОМ 35
МКОУ 'АССАБСКАЯ СОШ ИМ. ОМАРОВА С.Д.';0528008223;Российская Федерация,368440,Дагестан Респ,Шамильский р-н,Ассаб с,УЛ РОСУТ,ДОМ 22
МКОУ АООШ;0513005621;Российская Федерация,368151,Дагестан Респ,Казбековский р-н,Артлух с,УЛИЦА АМИРАЛИЕВА,ДОМ 10
МКОУ 'МЕЖДУРЕЧЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0538001097;Российская Федерация,368412,Дагестан Респ,Цунтинский р-н,Китлярата с,УЛИЦА КУРБАНАЛИЕВ ОСМАН,ДОМ 31
МКОУ 'АСОШ';0533009952;Российская Федерация,368943,Дагестан Респ,Унцукульский р-н,Аракани с,УЛИЦА МАГОМЕДА АБДУРАШИДОВА,ДОМ 1
МКОУ 'ТЛОХСКАЯ СОШ';0506006254;Российская Федерация,368978,Дагестан Респ,Ботлихский р-н,Тлох с
МКОУ 'КУРАХСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1';0519001905;Российская Федерация,368180,Дагестан Респ,Курахский р-н,Курах с
МКОУ 'ИПУТИНСКАЯ НОШ';0508003837;Российская Федерация,368258,Дагестан Респ,Гергебильский р-н,Ипута с
МКОУ 'Ю-ЯРАКСКАЯ ООШ ИМ.А.М.ЮСУФОВА';0535003628;Российская Федерация,368683,Дагестан Респ,Хивский р-н,Юхари-Ярак с
МКОУ 'ШУМЛЕЛИКСКАЯ СОШ';0525006250;Российская Федерация,368857,Дагестан Респ,Ногайский р-н,Шумлы-Олик с
МКОУ 'ШТУЛЬСКАЯ НОШ';0519002144;Российская Федерация,368189,Дагестан Респ,Курахский р-н,Штул с
МКОУ 'ШАИТЛИНСКАЯ СОШ';0538001900;Российская Федерация,368413,Дагестан Респ,Цунтинский р-н,Шаитли с,УЛИЦА ЦЕНТРАЛЬНАЯ,ДОМ 41
МКОУ 'ЧУКНИНСКАЯ НОШ';0520003939;Российская Федерация,368362,Дагестан Респ,Лакский р-н,Чукна с
МКОУ 'ЦУЩАРСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0518001525;Российская Федерация,368396,Дагестан Респ,Кулинский р-н,Цущар с
МКОУ 'ХУЧАДИНСКАЯ ООШ';0528008216;Российская Федерация,368437,Дагестан Респ,Шамильский р-н,Хучада с
МКОУ 'ХОТОДИНСКАЯ СОШ';0528008382;Российская Федерация,368443,Дагестан Респ,Шамильский р-н,Хотода с,УЛ ШКОЛЬНАЯ,ДОМ 1
МКОУ 'Хкемская основная общеобразовательная школа';0504007132;Российская Федерация,368743,Дагестан Респ,Ахтынский р-н,Хкем с
МКОУ 'Хивская ВСОШ';0529909132;Российская Федерация,368680,Дагестан Респ,Хивский р-н,Хив с
МКОУ 'УКУЗСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0519002063;Российская Федерация,368188,Дагестан Респ,Курахский р-н,Укуз с
МКОУ 'ТЕЛЕТЛИНСКАЯ СОШ №2';0528008142;Российская Федерация,368434,Дагестан Респ,Шамильский р-н,Телетль с,УЛ ШАМИЛЯ БАДАВИЕВИЧА,ДОМ 3
МКОУ 'Тагадинская СОШ';0536006484;Российская Федерация,368262,Дагестан Респ,Хунзахский р-н,Тагада с,УЛ ШКОЛЬНАЯ,ДОМ 16
МКОУ 'САРАГСКАЯ НОШ';0529908442;Российская Федерация,368182,Дагестан Респ,Курахский р-н,Сараг с
МКОУ 'Рутульская вечерная ЗОШ';0526013411;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Рутул с
МКОУ 'Мюхрекская НОШ';0526013274;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Мюхрек с
МКОУ 'МУХАХСКАЯ НОШ';0526013309;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Мухах с
МКОУ 'МУСЛАХСКАЯ СОШ';0526013235;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Муслах с
МКОУ 'МИКИКСКАЯ СОШ';0526013203;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Микик с
МКОУ 'МАКАКАЗМАЛЯРСКАЯ  НОШ';0523004313;Российская Федерация,368788,Дагестан Респ,Магарамкентский р-н,Мака-Казмаляр с
МКОУ 'КУТУЛЬСКАЯ ООШ';0519002024;Российская Федерация,368189,Дагестан Респ,Курахский р-н,Кутул с
МКОУ 'КУМУКСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ.УЛУБЕКОВА З.Б.';0519002031;Российская Федерация,368193,Дагестан Респ,Курахский р-н,Кумук с
МКОУ 'Коршинская НОШ';0526013267;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Корш с
МКОУ 'КОРКМАСКАЛИНСКАЯ СОШ';0552002455;Российская Федерация,368080,Дагестан Респ,Кумторкалинский р-н,Коркмаскала с,УЛ ДЗЕРЖИНСКОГО,ДОМ 45/КОРПУС А
МКОУ'КАЛУКСКАЯ СОШ';0504008496;Российская Федерация,368740,Дагестан Респ,Ахтынский р-н,Калук с
МКОУ 'ЗИУРИБСКАЯ ООШ';0528008400;Российская Федерация,368410,Дагестан Респ,Шамильский р-н,Зиуриб с
МКОУ 'ЗИРАНИНСКАЯ СОШ';0533010796;Российская Федерация,368944,Дагестан Респ,Унцукульский р-н,Майданское с,УЛИЦА АЛИ АЛИЕВА,ДОМ 6
МКОУ 'ДУРЕГИНСКАЯ НОШ';0514003673;Российская Федерация,368635,Дагестан Респ,Кайтагский р-н,Дуреги с
МКОУ 'ГУНЗИБСКАЯ ОСНОВНАЯ ОБЩЕОБОАЗОВАТЕЛЬНАЯ ШКОЛА';0538001971;Российская Федерация,368417,Дагестан Респ,Цунтинский р-н,Гунзиб с
МКОУ 'ГЕНТИНСКАЯ СОШ';0528008174;Российская Федерация,368436,Дагестан Респ,Шамильский р-н,Гента с
МКОУ 'ГДЫНКСКАЯ ООШ';0504006403;Российская Федерация,368730,Дагестан Респ,Ахтынский р-н,Гдынк с
МКОУ 'Гдымская основная оющеобразовательная школа';0504006467;Российская Федерация,368744,Дагестан Респ,Ахтынский р-н,Гдым с,-
МКОУ 'ГАЦАЛУХСКАЯ ООШ';0536006558;Российская Федерация,368264,Дагестан Респ,Хунзахский р-н,Гацалух с,УЛ ГАЦАЛУХСКАЯ,ДОМ 94
МКОУ 'ВЕРХНЕ-КАТРУХСКАЯ СОШ';0526013161;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Верхний Катрух с
МКОУ 'АРВСОШ';0504006964;Российская Федерация,368730,Дагестан Респ,Ахтынский р-н,Ахты с
МКОУ 'АЛАДАШСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0519001937;Российская Федерация,368191,Дагестан Респ,Курахский р-н,Аладаш с
МКОУ 'РУГЕЛЬДИНСКАЯ СОШ ';0528008248;Российская Федерация,368438,Дагестан Респ,Шамильский р-н,Ругельда с
МКОУ 'ШАМИЛЬКАЛИНСКАЯ СОШ';0533009800;Российская Федерация,368948,Дагестан Респ,Унцукульский р-н,Шамилькала пгт,УЛ МАХАЧА ДАХАДАЕВА,ОФИС 7
МКОУ 'Фийская средняя общеобразовательная школа';0504006227;Российская Федерация,368743,Дагестан Респ,Ахтынский р-н,Фий с
МКДОУ № 3 'БЕРЕЗКА';0544001641;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ ДАИТОВА,67
МКДОУ 'ДЕТСКИЙ САД 'СОЛНЫШКО';0529908900;Российская Федерация,368380,Дагестан Респ,Агульский р-н,Тпиг с,УЛИЦА БАГАР,ДОМ 76
МКДОУ 'ДЕТСКИЙ САД 'КОЛОСОК';0501002200;Российская Федерация,368380,Дагестан Респ,Агульский р-н,Буркихан с
МКДОУ ДЕТСКИЙ САД 'БИЛБИЛ';0523004232;Российская Федерация,368796,Дагестан Респ,Магарамкентский р-н,Бильбиль-Казмаляр с
МКОУ 'СОШ №3';0546020368;Российская Федерация,368101,Дагестан Респ,Кизилюрт г,Бавтугай пгт,УЛ ИНТЕРНАТСКАЯ,10
МКОУ 'ЯРУКВАЛАРСКАЯ ООШ';0523000710;Российская Федерация,368798,Дагестан Респ,Магарамкентский р-н,Яруквалар с
МКОУ 'ЯРАГКАЗМАЛЯРСКАЯ СОШ ИМ. М. ЯРАГСКОГО';0523000502;Российская Федерация,368789,Дагестан Респ,Магарамкентский р-н,Яраг-Казмаляр с,УЛ М.ЯРАГСКОГО,ДОМ 36
МКОУ 'ЭБУТИНСКАЯ НОШ';0536006413;Российская Федерация,368273,Дагестан Респ,Хунзахский р-н,Эбута с,0
МКОУ 'ЧАХЧАХ-КАЗМАЛЯРСКАЯ СОШ ИМ. М.М.МЕРЗАМЕТОВА';0523000284;Российская Федерация,368796,Дагестан Респ,Магарамкентский р-н,Чахчах-Казмаляр с
МКОУ 'ЦЕЛЕГЮНСКАЯ СОШ';0523000622;Российская Федерация,368792,Дагестан Респ,Магарамкентский р-н,Целягюн с,УЛ КЕРИМХАНА НАГДАЛИЕВА,ДОМ 32
МКОУ 'ХРЮГСКАЯ СОШ';0504006210;Российская Федерация,368741,Дагестан Респ,Ахтынский р-н,Хрюг с,УЛИЦА МОЛЛА МАГОМЕДА,ДОМ 76
