Наименование;ИНН;Адрес;
МКОУ 'ТЕЛЕТЛИНСКАЯ СОШ №1';0528005102;Российская Федерация,368434,Дагестан Респ,Шамильский р-н,Телетль с,УЛИЦА КЕБЕДМАГОМЕДА,ДОМ 48
МКОУ 'ТЕКИПИРКЕНТСКАЯ ООШ';0553212367;Российская Федерация,368685,Дагестан Респ,Докузпаринский р-н,Текипиркент с,УЛИЦА МИНХАДЖЕВА,ДОМ 33
МКОУ 'ТЕБЕКМАХИНСКАЯ СОШ';0502004383;Российская Федерация,368290,Дагестан Респ,Акушинский р-н,Тебекмахи с
МКОУ'ТАШКАПУРСКАЯ СОШ';0521008425;Российская Федерация,368313,Дагестан Респ,Левашинский р-н,Ташкапур с,УЛ ШКОЛЬНАЯ,ДОМ 4
МКОУ 'ТСОШ';0505007551;Российская Федерация,368070,Дагестан Респ,Бабаюртовский р-н,Татаюрт п
МКОУ 'ТАТАРХАНСКАЯ НОШ';0529010433;Российская Федерация,368764,Дагестан Респ,Сулейман-Стальский р-н,Татархан с
МКОУ 'ТАСУТИНСКАЯ ООШ';0506006166;Российская Федерация,368971,Дагестан Респ,Ботлихский р-н,Тасута с,УЛ АБДУЛАХИДА НАСРУДИНОВА,ДОМ 32
МКОУ 'ТАРУМОВСКАЯ  СОШ';0531004821;Российская Федерация,368870,Дагестан Респ,Тарумовский р-н,Тарумовка с,УЛ ГОРЯЧЕВОДСКАЯ,1
МКОУ 'Тарлимахинская НОШ';0521008802;Российская Федерация,368317,Дагестан Респ,Левашинский р-н,Тарлимахи с
МКОУ 'ТАНУСИНСКАЯ СОШ' ИМ. Ш.М.ШАМХАЛОВА;0536006276;Российская Федерация,368273,Дагестан Респ,Хунзахский р-н,Тануси с,УЛИЦА ШАМХАЛОВА,ДОМ 1
МКОУ 'ТАНТЫНСКАЯ СОШ';0502004898;Российская Федерация,368284,Дагестан Респ,Акушинский р-н,Танты с,УЛИЦА ХАРША,ДОМ 35А
МКОУ 'ТАНТАРИНСКАЯ НОШ';0509006647;Российская Федерация,368934,Дагестан Респ,Гумбетовский р-н,Тантари с
МКОУ 'ТАНДОВСКАЯ СОШ';0506006247;Российская Федерация,368971,Дагестан Респ,Ботлихский р-н,Тандо с
МКОУ 'ТАМУДИНСКАЯ НОШ';0532005232;Российская Федерация,368422,Дагестан Респ,Тляратинский р-н,Тамуда с
МКОУ 'ТАЛОВСКАЯ СОШ';0531004927;Российская Федерация,368882,Дагестан Респ,Тарумовский р-н,Таловка с,УЛ СОВЕТСКАЯ,103
МКОУ 'ТАКАЛАЙСКАЯ СОШ';0507019961;Российская Федерация,368214,Дагестан Респ,Буйнакский р-н,Такалай с
МКОУ 'ТАДКОЛИНСКАЯ НОШ';0536006438;Российская Федерация,368268,Дагестан Респ,Хунзахский р-н,Тадколо с
МКОУ 'СЮГЮТСКАЯ СОШ' ИМЕНИ М.МИТАРОВА;0529908315;Российская Федерация,368692,Дагестан Респ,Хивский р-н,Сюгют с,УЛИЦА ПЕРЕДОВИКОВ,ДОМ 11
МКОУ 'СУРХАЧИНСКАЯ СОШ';0514003708;Российская Федерация,368590,Дагестан Респ,Кайтагский р-н,Сурхачи с,УЛ ШКОЛЬНАЯ,ДОМ 2
МКОУ 'СУРСБУКСКАЯ НОШ';0511003530;Российская Федерация,368576,Дагестан Респ,Дахадаевский р-н,Сурсбук с
МКОУ 'СУМБАТЛИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0518001490;Российская Федерация,368390,Дагестан Респ,Кулинский р-н,Сумбатль с,УЛИЦА МАГОМЕДОВА БАГАУТИНА,ДОМ 22
МКОУ 'СУЛТАНЯНГИЮРТОВСКАЯ СОШ';0516008388;Российская Федерация,368108,Дагестан Респ,Кизилюртовский р-н,Султанянгиюрт с
МКОУ ССОШ;0521008658;Российская Федерация,368315,Дагестан Респ,Левашинский р-н,Сулейбакент с,УЛ ЦЕНТРАЛЬНАЯ,ДОМ 11
МКОУ 'СТЕПНОВСКАЯ ООШ';0547006158;Российская Федерация,368812,Дагестан Респ,Кизлярский р-н,Степной п
МКОУ 'СТАРОСЕРЕБРЯКОВСКАЯ СОШ';0517015613;Российская Федерация,368812,Дагестан Респ,Кизлярский р-н,Ст.Серебряковка с
МКОУ 'СТАЛЬСКАЯ ГИМНАЗИЯ';0516008162;Российская Федерация,368105,Дагестан Респ,Кизилюртовский р-н,Стальское с
МКОУ СОШ №9;0547004721;Российская Федерация,368830,Дагестан Респ,Кизляр г,УЛ ГРОЗНЕНСКАЯ,29
МКОУ 'СОШ №7 ГОРОДА БУЙНАКСКА';0543012552;Российская Федерация,368222,Дагестан Респ,Буйнакск г,УЛ САЛАВАТОВА,ДОМ 56
МКОУ СОШ №5;0547004697;Российская Федерация,368830,Дагестан Респ,Кизляр г,УЛ ГЕРЦЕНА,57
МКОУ СОШ №5;0543012538;Российская Федерация,368222,Дагестан Респ,Буйнакск г,УЛИЦА ЛЕНИНА,ДОМ 62
МКОУ 'СОШ № 3' Г. ЮЖНО-СУХОКУМСК;0549001772;Российская Федерация,368890,Дагестан Респ,Южно-Сухокумск г,Восточный Сухокумск п
МКОУ 'СОШ №3' Г. ИЗБЕРБАШ;0548113699;Российская Федерация,368502,Дагестан Респ,Избербаш г,УЛ МИЧУРИНА,12
МКОУ 'СОШ № 3';0547004672;Российская Федерация,368830,Дагестан Респ,Кизляр г,УЛИЦА ОКТЯБРЬСКАЯ,47
МКОУ 'СОШ №3 ГОРОДА БУЙНАКСКА';0543012513;Российская Федерация,368220,Дагестан Респ,Буйнакск г,УЛИЦА ФРУНЗЕ,ДОМ 2 А
МКОУ 'СОШ № 2';0549001780;Российская Федерация,368890,Дагестан Респ,Южно-Сухокумск г,УЛИЦА КОМАРОВА,3
МКОУ СОШ №19;0544011255;Российская Федерация,368000,Дагестан Респ,Хасавюрт г,УЛ ВИСАИДОВА,ДОМ 2Е
МКОУ СОШ №17;0544020595;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ НОВАЯ,2
МКОУ СОШ № 14;0544020468;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ ЯРЫКСУВСКАЯ,ДОМ 5
МКОУ СОШ №12 ИМ.Л.Н.ТОЛСТОГО;0544020612;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ 40 ЛЕТ ОКТЯБРЯ
МКОУ СОШ №11;0543012591;Российская Федерация,368222,Дагестан Респ,Буйнакск г,УЛ МАЙОРА КРЮКОВА,ДОМ 1
МКОУ 'СОШ №10' Г.ИЗБЕРБАШ РЕСПУБЛИКИ ДАГЕСТАН;0548113530;Российская Федерация,368502,Дагестан Респ,Избербаш г,ПРОСПЕКТ ЛЕНИНА,6
МКОУ СОШ №10;0543012584;Российская Федерация,368222,Дагестан Респ,Буйнакск г,УЛ ШИХОВА,ДОМ 120
МКОУ СОШ № 8;0543012560;Российская Федерация,368222,Дагестан Респ,Буйнакск г,УЛ ЦИОЛКОВСКОГО,ДОМ 13
МКОУ 'СОШ №8' Г. ИЗБЕРБАШ;0548113635;Российская Федерация,368502,Дагестан Респ,Избербаш г,УЛ М.ГАДЖИЕВА,64
МКОУ СОШ №7;0547004714;Российская Федерация,368830,Дагестан Респ,Кизляр г,УЛ ПОБЕДЫ,83/А
МКОУ 'СОШ № 4';0549001797;Российская Федерация,368890,Дагестан Респ,Южно-Сухокумск г,УЛ КОМАРОВА,8
МКОУ СОШ № 2;0544020475;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ АСКЕРХАНОВА Р.П.,1А
МКОУ 'СОШ №2';0546013890;Российская Федерация,368101,Дагестан Респ,Кизилюрт г,Бавтугай пгт,УЛ ДАХАДАЕВА,28
МКОУ СОШ № 16;0544020570;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ ХИЗРОЕВА,ДОМ 35
МКОУ 'СОШ № 11'  Г. ИЗБЕРБАШ;0548113258;Российская Федерация,368502,Дагестан Респ,Избербаш г,УЛ МАЯКОВСКОГО,119
МКОУ СОШ № 11;0547004739;Российская Федерация,368830,Дагестан Респ,Кизляр г,Комсомольский пгт,ПЕРЕУЛОК ШКОЛЬНЫЙ
МКОУ 'СОШ №1' Г. ИЗБЕРБАШ;0548113402;Российская Федерация,368502,Дагестан Респ,Избербаш г,УЛ Г.АЗИЗОВА,ДОМ 22
МКОУ 'СОШ № 1 ИМ. М.-ГЕРЕЯ ЗУЛЬПУКАРОВА';0549001765;Российская Федерация,368890,Дагестан Респ,Южно-Сухокумск г,УЛ ГАГАРИНА,6
МКОУ 'СРЕДНЯЯ  ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №9 ГОРОДА КИЗИЛЮРТ';0546013882;Российская Федерация,368124,Дагестан Респ,Кизилюрт г,УЛ ВИШНЕВСКОГО
МКОУ 'СОМОДИНСКАЯ НОШ';0528008618;Российская Федерация,368438,Дагестан Респ,Шамильский р-н,Сомода с
МКОУ 'Согютская НОШ';0526013323;Российская Федерация,368703,Дагестан Респ,Рутульский р-н,Сюгут с
МКОУ 'СОГРАТЛИНСКАЯ ГИМНАЗИЯ ИМЕНИ М. МАХАТИЛОВА';0510008286;Российская Федерация,368354,Дагестан Респ,Гунибский р-н,Согратль с
МКОУ 'СОВХОЗНАЯ СОШ';0547005965;Российская Федерация,368804,Дагестан Респ,Кизлярский р-н,Школьное с,УЛ ПРОЛЕТАРСКАЯ,ДОМ 7/КОРПУС А
МКОУ 'СОВХОЗНАЯ СОШ № 6' КИЗЛЯРСКОГО РАЙОНА РД;0517013006;Российская Федерация,368832,Дагестан Респ,Кизлярский р-н,Юбилейное с
МКОУ 'СОВЕТСКАЯ СОШ';0523000478;Российская Федерация,368791,Дагестан Респ,Магарамкентский р-н,Советское с,ТУП ЯЛДЖУГСКАЯ,ДОМ 6
МКОУ 'СОВЕТСКАЯ СОШ';0505002835;Российская Федерация,368062,Дагестан Респ,Бабаюртовский р-н,Советское с
МКОУ 'СИРТИЧСКАЯ СОШ';0530006047;Российская Федерация,368665,Дагестан Респ,Табасаранский р-н,Сиртыч с,УЛИЦА ЛЕНИНА,ДОМ 33
МКОУ 'Сикарская средняя общеобразовательная школа';0532000072;Российская Федерация,368423,Дагестан Респ,Тляратинский р-н,Никар с,МЕЧЕТНАЯ,ДОМ 2А
МКОУ 'СИКАРСКАЯ СОШ';0532000876;Российская Федерация,368423,Дагестан Респ,Тляратинский р-н,Никар с
МКОУ 'СЕРТИЛЬСКАЯ СОШ';0530007756;Российская Федерация,368654,Дагестан Респ,Табасаранский р-н,Сертиль с
МКОУ 'СЕРГОКАЛИНСКАЯ СОШ №2 ИМ.ГЕРОЯ РОССИИ МАГОМЕДА НУРБАГАНДОВА';0527002860;Российская Федерация,368510,Дагестан Респ,Сергокалинский р-н,Сергокала с,УЛИЦА МАГОМЕДА НУРБАГАНДОВА,27/-,-
МКОУ 'СЕРГОКАЛИНСКАЯ СОШ №1';0527003134;Российская Федерация,368510,Дагестан Респ,Сергокалинский р-н,Сергокала с,УЛ С.СТАЛЬСКОГО,8
МКОУ 'Сачадинская ООШ';0539002505;Российская Федерация,368453,Дагестан Респ,Чародинский р-н,Сачада с
МКОУ 'САРДАРКЕНТСКАЯ СОШ';0529009999;Российская Федерация,368772,Дагестан Респ,Сулейман-Стальский р-н,Сардаркент с
МКОУ 'САР-САРСКАЯ СОШ';0547006020;Российская Федерация,368812,Дагестан Респ,Кизлярский р-н,Сар-Сар с,ул АШАРСКАЯ,58
МКОУ 'САНЧИНСКАЯ СОШ' КАЙТАГСКОГО Р-НА РД;0514003144;Российская Федерация,368590,Дагестан Респ,Кайтагский р-н,Санчи с
МКОУ 'САНГИШИНСКАЯ ООШ';0517015772;Российская Федерация,368813,Дагестан Респ,Кизлярский р-н,Сангиши с,УЛ ЛЕНИНА,ДОМ 6
МКОУ 'САМУРСКАЯ СОШ';0523000326;Российская Федерация,368795,Дагестан Респ,Магарамкентский р-н,Самур с
МКОУ 'САЛДИНСКАЯ НОШ';0532004870;Российская Федерация,368425,Дагестан Респ,Тляратинский р-н,Салда с
МКОУ 'САЙТАРКЕНТСКАЯ ООШ ';0529010666;Российская Федерация,368764,Дагестан Респ,Сулейман-Стальский р-н,Сайтаркент с
МКОУ 'САИДКЕНТСКАЯ СОШ';0529009942;Российская Федерация,368761,Дагестан Респ,Сулейман-Стальский р-н,Саидкент с
МКОУ 'РЫБАЛКИНСКАЯ СОШ';0517011954;Российская Федерация,368832,Дагестан Респ,Кизлярский р-н,Рыбалко с
МКОУ 'РУШУЛЬСКАЯ СОШ';0530007883;Российская Федерация,368662,Дагестан Респ,Табасаранский р-н,Рушуль с
МКОУ 'РУТУЛЬСКАЯ СОШ №2 ИМ. А.М. МИРЗОЕВА';0526013027;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Рутул с,УЛИЦА ЦЕНТРАЛЬНАЯ,ДОМ 762
МКОУ 'РУТУЛЬСКАЯ СОШ №1 ИМ.И.Г.ГУСЕЙНОВА';0526003886;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Рутул с,УЛ ЦЕНТРАЛЬНАЯ,ДОМ 122
МКОУ 'РУГУНСКАЯ НОШ';0519002049;Российская Федерация,368182,Дагестан Респ,Курахский р-н,Ругун с
МКОУ 'РУГЕЛЬДА-ХИНДАХСКАЯ НОШ';0528008512;Российская Федерация,368438,Дагестан Респ,Шамильский р-н,Ругельда-Хиндах с
МКОУ 'РОСНОБСКАЯ ООШ';0532012215;Российская Федерация,368424,Дагестан Респ,Тляратинский р-н,Росноб с
МКОУ 'РОДНИКОВАЯ СОШ';0514003680;Российская Федерация,368590,Дагестан Респ,Кайтагский р-н,Родниковый с,УЛИЦА ШОССЕЙНАЯ,ДОМ 10
МКОУ 'РЕТЛОБСКАЯ СОШ';0538001763;Российская Федерация,368414,Дагестан Респ,Цунтинский р-н,Ретлоб с,УЛ А.МИРИЕВА,ДОМ 20
МКОУ 'РАХАТИНСКАЯ СОШ';0506005846;Российская Федерация,368985,Дагестан Респ,Ботлихский р-н,Рахата с,УЛИЦА ИМАМА ШАМИЛЯ,ДОМ 49
МКОУ 'РАТЛУБСКАЯ СОШ';0528008287;Российская Федерация,368439,Дагестан Респ,Шамильский р-н,Ратлуб с
МКОУ 'РАССВЕТОВСКАЯ СОШ';0531010864;Российская Федерация,368887,Дагестан Респ,Тарумовский р-н,Рассвет с,УЛИЦА ДРУЖБЫ
МКОУ 'РАЗДОЛЬЕВСКАЯ СОШ';0531004941;Российская Федерация,368877,Дагестан Респ,Тарумовский р-н,Раздолье с,УЛИЦА К.РЕДЬКИНА,17
МКОУ 'ПТИКЕНТСКАЯ ООШ';0529010440;Российская Федерация,368764,Дагестан Респ,Сулейман-Стальский р-н,Птикент с
МКОУ 'ПРОГИМНАЗИЯ №6 'ИВУШКА';0544001659;Российская Федерация,368006,Дагестан Респ,Хасавюрт г,УЛ АЛИЕВА,ДОМ 41
МКОУ 'ПРОГИМНАЗИЯ № 41';0711041861;Российская Федерация,360006,Кабардино-Балкарская Респ,Нальчик г,УЛИЦА ДАГЕСТАНСКАЯ,ДОМ 89
МКОУ 'ПРИМОРСКАЯ ООШ';0523000260;Российская Федерация,368796,Дагестан Респ,Магарамкентский р-н,Приморский с
МКОУ 'ПРИВОЛЬНЕНСКАЯ СОШ';0531004846;Российская Федерация,368897,Дагестан Респ,Тарумовский р-н,Привольный п
МКОУ 'ПОБЕДОВСКАЯ СОШ';0517000021;Российская Федерация,368827,Дагестан Респ,Кизлярский р-н,Южное с,УЛ ШКОЛЬНАЯ,7
МКОУ 'ПИПЕРКЕНТСКАЯ НОШ';0529010578;Российская Федерация,368763,Дагестан Респ,Сулейман-Стальский р-н,Пиперкент с,ул МИРА,ДОМ 13
МКОУ 'ПИЛИГСКАЯ СОШ';0530007890;Российская Федерация,368656,Дагестан Респ,Табасаранский р-н,Пилиг с,УЛ ПИЛИГСКАЯ,ДОМ 93
МКОУ 'ПЕРВОМАЙСКАЯ СОШ';0547006359;Российская Федерация,368801,Дагестан Респ,Кизлярский р-н,Первомайское с
МКОУ 'ОЧЛИНСКАЯ ООШ';0536006452;Российская Федерация,368268,Дагестан Респ,Хунзахский р-н,Очло с,УЛ БАТЫРАЯ,ДОМ 24
МКОУ 'Охлинская СОШ';0521000488;Российская Федерация,368311,Дагестан Респ,Левашинский р-н,Охли с,-,-,-
МКОУ 'ОХЛИНСКАЯ СОШ';0521010488;Российская Федерация,368311,Дагестан Респ,Левашинский р-н,Охли с,УЛИЦА ХАФИЗА ХАДЖИ ОМАРОВА,ДОМ 1
МКОУ 'ОРТАТЮБИНСКАЯ СОШ';0525006154;Российская Федерация,368858,Дагестан Респ,Ногайский р-н,Ортатюбе с
МКОУ 'ОРТАКОЛИНСКАЯ СОШ';0506006261;Российская Федерация,368988,Дагестан Респ,Ботлихский р-н,Ортоколо с,УЛИЦА ШКОЛЬНАЯ,ДОМ 20
МКОУ'ОРКАЧИНСКАЯ  ООШ';0536006420;Российская Федерация,368270,Дагестан Респ,Хунзахский р-н,Оркачи с,УЛ ОРКАЧИНСКАЯ,ДОМ 1
МКОУ 'ОГУЗЕРСКАЯ СОШ';0547006045;Российская Федерация,368826,Дагестан Респ,Кизлярский р-н,Огузер с
МКОУ 'ОБОДИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0536006406;Российская Федерация,368263,Дагестан Респ,Хунзахский р-н,Обода с,УЛ ШКОЛЬНАЯ,ДОМ 5
МКОУ 'НЮТЮГСКАЯ СОШ';0529010465;Российская Федерация,368773,Дагестан Респ,Сулейман-Стальский р-н,Нютюг с
МКОУ 'НОВОЧУРТАХСКАЯ СОШ';0524007331;Российская Федерация,368166,Дагестан Респ,Новолакский р-н,Новочуртах с,УЛИЦА ДРУЖБЫ,ДОМ 5
МКОУ 'НОВОЧУРТАХСКАЯ СОШ №1';0524005060;Российская Федерация,368166,Дагестан Респ,Новолакский р-н,Новочуртах с,УЛИЦА ЦЕНТРАЛЬНАЯ,ДОМ 46
МКОУ 'НОВОЧИРКЕЙСКАЯ СОШ №2';0516008187;Российская Федерация,368106,Дагестан Респ,Кизилюртовский р-н,Новый Чиркей с
МОУ 'НОВОСЕРЕБРЯКОВСКАЯ СОШ';0547006077;Российская Федерация,368812,Дагестан Респ,Кизлярский р-н,Новая Серебряковка с,УЛИЦА КРУТОВА
МКОУ 'НОВОРОМАНОВСКАЯ СОШ';0531004814;Российская Федерация,368874,Дагестан Респ,Тарумовский р-н,Новоромановка с,УЛ ЛЕНИНА
МКОУ 'НОВОПОСЕЛКОВАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0529009325;Российская Федерация,368761,Дагестан Респ,Сулейман-Стальский р-н,Касумкент с,УЛ МАЯКОВСКОГО,15
МКОУ 'НОВОМУГРИНСКАЯ СОШ';0527003014;Российская Федерация,368510,Дагестан Респ,Сергокалинский р-н,Новое Мугри с,0
МКОУ 'НОВОМОНАСТЫРСКАЯ СОШ';0547005980;Российская Федерация,368809,Дагестан Респ,Кизлярский р-н,Новомонастырское с,ул ШКОЛЬНАЯ
МКОУ 'НОВОМЕХЕЛЬТИНСКАЯ  СОШ';0524005214;Российская Федерация,368165,Дагестан Респ,Новолакский р-н,Новомехельта с,УЛИЦА К.ХАМИДОВА,ДОМ 14
МКОУ 'НОВОМАКИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0529009283;Российская Федерация,368779,Дагестан Респ,Сулейман-Стальский р-н,Новая Мака с
МКОУ 'НОВОЛИДЖЕНСКАЯ СОШ';0530007964;Российская Федерация,368660,Дагестан Респ,Табасаранский р-н,Новое Лидже с
МКОУ 'НОВОЛАКСКАЯ СОШ №1';0524005101;Российская Федерация,368160,Дагестан Респ,Новолакский р-н,Новолакское с,УЛИЦА ВОРОНЕЖСКАЯ,ДОМ 51
МКОУ 'НОВОЛАКСКАЯ ГИМНАЗИЯ';0524006313;Российская Федерация,368160,Дагестан Респ,Новолакский р-н,Новолакское с,УЛИЦА ШКОЛЬНАЯ,ДОМ 1
МКОУ 'НОВОКУЛИНСКАЯ СОШ №2';0524008141;Российская Федерация,368162,Дагестан Респ,Новолакский р-н,Новокули с,УЛИЦА ИМ ГАДЖИБУТТЫ АЛУНКАЧЕВА,ДОМ 1
МКОУ НОВОКУЛИНСКАЯ СОШ №1';0524005180;Российская Федерация,368162,Дагестан Респ,Новолакский р-н,Новокули с
МКОУ 'Новокрестьяновская СОШ';0517000014;Российская Федерация,368809,Дагестан Респ,Кизлярский р-н,Новокрестьяновское с,УЛ 50 ЛЕТ ОКТЯБРЯ,26
МКОУ 'НОВОКОСИНСКАЯ СОШ';0505002761;Российская Федерация,368380,Дагестан Респ,Бабаюртовский р-н,Новая Коса с
МКОУ 'НОВОКАРИНСКАЯ СОШ ИМ. Г. Г. ГАДЖИЕВА';0505002899;Российская Федерация,368068,Дагестан Респ,Бабаюртовский р-н,Новокаре с,УЛИЦА ШКОЛЬНАЯ,ДОМ 2
МКОУ 'НОВОКАРАКЮРИНСКАЯ СОШ ИМ. М.Р.РАСУЛОВА';0553002810;Российская Федерация,368683,Дагестан Респ,Докузпаринский р-н,Новое Каракюре с,УЛИЦА АБУСАИДА КЕРИМОВА,ДОМ 34
МКОУ  'НОВОЗУБУТЛИНСКАЯ  СОШ';0516009261;Российская Федерация,368115,Дагестан Респ,Кизилюртовский р-н,Зубутли-Миатли с
МКОУ 'Новогладовская ООШ';0547006091;Российская Федерация,368817,Дагестан Респ,Кизлярский р-н,Новогладовка с,УЛ НОВАЯ
МКОУ 'НОВОВЛАДИМИРОВСКАЯ СОШ';0517000060;Российская Федерация,368816,Дагестан Респ,Кизлярский р-н,Нововладимирское с
МКОУ 'НОВОБИРЮЗЯКСКАЯ  СОШ';0547006310;Российская Федерация,368820,Дагестан Респ,Кизлярский р-н,Новый Бирюзяк с,ул КОЛХОЗНАЯ
МКОУ 'НОВО-ФРИГСКАЯ СОШ';0529908322;Российская Федерация,368680,Дагестан Респ,Хивский р-н,Новый Фриг с
МКОУ 'НОВО-ЖАЖАДИНСКАЯ НОШ';0532004990;Российская Федерация,368422,Дагестан Респ,Тляратинский р-н,Жажада с
МКОУ 'НОВО-ДМИТРИЕВСКАЯ СОШ';0531004772;Российская Федерация,368876,Дагестан Респ,Тарумовский р-н,Ново-Дмитриевка с,УЛ СОВЕТСКАЯ
МКОУ 'НОВО-ГЕОРГИЕВСКАЯ СОШ';0531004910;Российская Федерация,368875,Дагестан Респ,Тарумовский р-н,Новогеоргиевка с,УЛ ШКОЛЬНАЯ,2А
МКОУ 'НОВО-БУЦРИНСКАЯ СОШ';0536006526;Российская Федерация,368273,Дагестан Респ,Хунзахский р-н,Буцра с,УЛ ЗАЙНУДИНА МАГОМЕДОВА,ДОМ 21
МКОУ 'НОВО-БАРШИНСКАЯ ООШ';0514003761;"Российская Федерация,368595,Дагестан Респ,Кайтагский р-н,Новая Барша с,УЛ ДРУЖБЫ,ДОМ 2 ""А"""
МКОУ 'НИЧРАСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА';0530007820;Российская Федерация,368653,Дагестан Респ,Табасаранский р-н,Ничрас с
МКОУ 'НИТИЦУХСКАЯ НОШ';0532004905;Российская Федерация,368424,Дагестан Респ,Тляратинский р-н,Нитилсух с
МКОУ НИТАБСКАЯ НОШ;0528008336;Российская Федерация,368432,Дагестан Респ,Шамильский р-н,Нитаб с,УЛИЦА НИТАБСКАЯ,ДОМ 95
МКОУ 'НИКЛИДИНСКАЯ НОШ';0532004824;Российская Федерация,368422,Дагестан Респ,Тляратинский р-н,Никлида с
МКОУ 'НИЖНЕЧИРЮРТОВСКАЯ СОШ' ИМЕНИ АБДУЛЛАЕВОЙ М.Г;0516008155;Российская Федерация,368124,Дагестан Респ,Кизилюртовский р-н,Нижний Чирюрт с
МКОУ 'НИЖНЕМУЛЕБКИНСКАЯ СОШ';0527002934;Российская Федерация,368517,Дагестан Респ,Сергокалинский р-н,Нижнее Мулебки с,0
МКОУ 'НИЖНЕМАХАРГИНСКАЯ СОШ ИМ.СУЛЕЙМАНОВА Х.Г.';0527002892;Российская Федерация,368516,Дагестан Респ,Сергокалинский р-н,Нижнее Махарги с,0
МКОУ 'НИЖНЕКАЗАНИЩЕНСКАЯ СОШ № 4';0507041205;Российская Федерация,368205,Дагестан Респ,Буйнакский р-н,Нижнее Казанище с,УЛ Т.БИЙБОЛАТОВА,ДОМ 1
МКОУ 'НИЖНЕ-УБЕКИНСКАЯ ООШ';0521009027;Российская Федерация,368317,Дагестан Респ,Левашинский р-н,Нижний Убекимахи с
МКОУ ' Нижне-Лабкинская НОШ';0521007125;Российская Федерация,368313,Дагестан Респ,Левашинский р-н,Нижнее Лабкомахи с
МКОУ 'НИЖНЕ-КАТРУХСКАЯ СОШ';0526013370;Российская Федерация,368700,Дагестан Респ,Рутульский р-н,Нижний Катрух с
МКОУ 'НИЖНЕ-АЛАКСКАЯ НОШ';0506064947;Российская Федерация,368974,Дагестан Респ,Ботлихский р-н,Алак с,УЛ МАЛАЯ РАКВАДА ПЕРЕУЛОК 1,ДОМ 9
МКОУ  'НИЖНЕ-ЧУГЛИНСКАЯ СОШ';0521008432;Российская Федерация,368320,Дагестан Респ,Левашинский р-н,Нижнее Чугли с,УЛИЦА САИДА АФАНДИ,ДОМ 267
МКОУ  'НЕЧАЕВСКАЯ СОШ №2';0516008123;Российская Федерация,368109,Дагестан Респ,Кизилюртовский р-н,Нечаевка с
МКОУ 'НЕЧАЕВСКАЯ СОШ №1';0516008236;Российская Федерация,368109,Дагестан Респ,Кизилюртовский р-н,Нечаевка с
МКОУ 'НЕКРАСОВСКАЯ СОШ';0547006207;Российская Федерация,368816,Дагестан Респ,Кизлярский р-н,Некрасовка с,ул ШКОЛЬНАЯ,103
МКОУ 'НОШ';0532007381;Российская Федерация,368420,Дагестан Респ,Тляратинский р-н,Тлярата с,.
МКОУ 'НАЧАДИНСКАЯ СОШ';0532000227;Российская Федерация,368422,Дагестан Респ,Тляратинский р-н,Начада с
МКОУ 'Нахкинская  ООШ';0502005348;Российская Федерация,368286,Дагестан Респ,Акушинский р-н,Нахки с,МЕСТНОСТЬ ДАЙША,ДОМ 1
МКОУ 'НАХАДИНСКАЯ СОШ';0538011151;Российская Федерация,368417,Дагестан Респ,Цунтинский р-н,Нахада с
МКОУ 'НАСКЕНТСКАЯ СОШ';0521010174;Российская Федерация,368320,Дагестан Респ,Левашинский р-н,Наскент с
МКОУ 'НАРИМАНСКАЯ СОШ ИМ. АСАНОВА А.Б.';0525006108;Российская Федерация,368857,Дагестан Респ,Ногайский р-н,Нариман с
МКОУ 'НАКИТЛИНСКАЯ НОШ';0536006325;Российская Федерация,368260,Дагестан Респ,Хунзахский р-н,Накитль с,0
МКОУ 'Наказухская НОШ';0510008600;Российская Федерация,368354,Дагестан Респ,Гунибский р-н,Наказух с
МКОУ 'Н.Кегерская СОШ';0510008247;Российская Федерация,368342,Дагестан Респ,Гунибский р-н,Нижний Кегер с,0
МКОУ 'МЮРЕГИНСКАЯ СОШ';0527001592;Российская Федерация,368513,Дагестан Респ,Сергокалинский р-н,Мюрего с,УЛИЦА ШКОЛЬНАЯ,ДОМ 101
МКОУ 'Мусультемахинская СОШ';0521008922;Российская Федерация,368317,Дагестан Респ,Левашинский р-н,Мусультемахи с,УЛ М.АШУРЛАЕВА,ДОМ 2
МКОУ 'МУРКАРАХСКАЯ НОШ';0511003474;Российская Федерация,368576,Дагестан Респ,Дахадаевский р-н,Муркарах с
